date,spx,vix,vix3m,rv_30,vrp,slope,log_ret,rv_daily,iv_daily,regime,regime_label
2018-08-23,2856.97998046875,12.40999984741211,15.0600004196167,0.0700212059362568,0.0540787925378642,0.213537518516344,-0.0016926939235351,2.865212718772672e-06,6.111432389395579e-05,2,calm
2018-08-24,2874.68994140625,11.989999771118164,14.81999969482422,0.0718041186071658,0.0480958791040157,0.2360300231633896,0.0061797059282853,3.818876536008489e-05,5.704765655214826e-05,2,calm
2018-08-27,2896.739990234375,12.15999984741211,14.789999961853027,0.0741778771936909,0.0474221212804301,0.2162829068620946,0.0076411414071104,5.8387042003457775e-05,5.8676823924231154e-05,2,calm
2018-08-28,2897.52001953125,12.5,15.109999656677246,0.0737312682800071,0.0512687317199928,0.2087999725341797,0.0002692420775983,7.24912963494787e-08,6.200396825396825e-05,2,calm
2018-08-29,2914.0400390625,12.25,14.949999809265137,0.0749005584892299,0.04759944151077,0.2204081476951132,0.0056852424689116,3.232198193031685e-05,5.95486111111111e-05,2,calm
2018-08-30,2901.1298828125,13.529999732971191,15.539999961853027,0.075196815090556,0.0601031822391558,0.1485587781634375,-0.004440172044458,1.9715127784387005e-05,7.264321141833351e-05,2,calm
2018-08-31,2901.52001953125,12.859999656677246,15.149999618530272,0.0750019437248122,0.0535980528419601,0.1780715414454928,0.0001344684673049,1.8081768699334424e-08,6.562682189275352e-05,2,calm
2018-09-04,2896.719970703125,13.15999984741211,15.449999809265137,0.075412229812274,0.056187768661847,0.1740121571736455,-0.0016556920488793,2.741316160722159e-06,6.872444285074871e-05,2,calm
2018-09-05,2888.60009765625,13.90999984741211,15.920000076293944,0.0753611325347647,0.0637388659393563,0.1445003774932309,-0.0028070628012659,7.879601570251165e-06,7.67809903789702e-05,2,calm
2018-09-06,2878.050048828125,14.649999618530272,16.34000015258789,0.0721906418809264,0.0743093543043762,0.1153584012329936,-0.0036589910366181,1.338821540605202e-05,8.51676542948163e-05,2,calm
2018-09-07,2871.679931640625,14.880000114440918,16.59000015258789,0.0718922785627286,0.0769077225816805,0.1149193565185145,-0.0022157978950144,4.909760311550618e-06,8.786285849434988e-05,2,calm
2018-09-10,2877.1298828125,14.15999984741211,16.170000076293945,0.068871731196645,0.072728267277476,0.1419491702359859,0.0018960282146933,3.5949229909133648e-06,7.956571257091704e-05,2,calm
2018-09-11,2887.889892578125,13.220000267028809,15.539999961853027,0.0666042747204994,0.0655957279497886,0.1754916526446968,0.0037328656897154,1.3934286257454622e-05,6.935254248422293e-05,2,calm
2018-09-12,2888.919921875,13.140000343322754,15.31999969482422,0.065600513566783,0.0657994898664445,0.1659055779712562,0.0003566083498935,1.271695152138023e-07,6.851571786608021e-05,2,calm
2018-09-13,2904.179931640625,12.369999885559082,14.770000457763672,0.066562778301383,0.0571372205542077,0.1940178330160201,0.0052683521593913,2.775553447536333e-05,6.072099093997291e-05,2,calm
2018-09-14,2904.97998046875,12.06999969482422,14.369999885559082,0.0655785697741663,0.0551214271740758,0.1905551158979012,0.0002754439007663,7.586934246938594e-08,5.781146533057809e-05,2,calm
2018-09-17,2888.800048828125,13.68000030517578,15.279999732971191,0.0671970587663996,0.0696029442853581,0.1169590198905227,-0.0055852909915492,3.119547546028073e-05,7.426286045619421e-05,2,calm
2018-09-18,2904.31005859375,12.789999961853027,15.039999961853027,0.068098260416786,0.0598017392017442,0.1759186869984961,0.0053546528676252,2.86723073327672e-05,6.491432500960335e-05,2,calm
2018-09-19,2907.949951171875,11.75,14.649999618530272,0.0678099976069452,0.0496900023930547,0.2468084781727891,0.0012524880331719,1.568726273239032e-06,5.4786706349206346e-05,2,calm
2018-09-20,2930.75,11.800000190734863,14.510000228881836,0.070911706891247,0.0470882950161016,0.2296610164697127,0.007810014185329,6.099632157504114e-05,5.525397004021541e-05,2,calm
2018-09-21,2929.669921875,11.68000030517578,14.579999923706056,0.0706790173564382,0.0461209856953195,0.2482876320855227,-0.000368600937007,1.3586665076247432e-07,5.413587584480409e-05,2,calm
2018-09-24,2919.3701171875,12.199999809265137,14.770000457763672,0.0678340614257929,0.0541659366668584,0.2106557941539294,-0.0035218823140138,1.2403655033763544e-05,5.90634902166942e-05,2,calm
2018-09-25,2915.56005859375,12.420000076293944,14.920000076293944,0.0665370909392205,0.0576629098237189,0.2012882435300262,-0.0013059484931179,1.7055014666770337e-06,6.121285789489745e-05,2,calm
2018-09-26,2905.969970703125,12.890000343322754,15.149999618530272,0.0657625443902713,0.0631374590429561,0.1753296520568548,-0.0032946996811599,1.0855045989035415e-05,6.593337652811935e-05,2,calm
2018-09-27,2914.0,12.40999984741211,14.890000343322754,0.0609528771279754,0.0631471213461456,0.1998388820631456,0.0027594762285113,7.614709055719482e-06,6.111432389395579e-05,2,calm
2018-09-28,2913.97998046875,12.119999885559082,14.770000457763672,0.0575248594596774,0.0636751393959134,0.2186469139626025,-6.870144138179519e-06,4.7198880479362405e-11,5.829142747061594e-05,2,calm
2018-10-01,2924.590087890625,12.0,14.739999771118164,0.0576502184214177,0.0623497815785822,0.228333314259847,0.0036344923421985,1.3209534585499549e-05,5.714285714285714e-05,2,calm
2018-10-02,2923.429931640625,12.050000190734863,14.84000015258789,0.0575644383181952,0.0629355635891534,0.2315352628789361,-0.000396768910279,1.5742556816404817e-07,5.762004150663105e-05,2,calm
2018-10-03,2925.510009765625,11.609999656677246,14.68000030517578,0.0574321742046468,0.0586678223621256,0.264427281591941,0.0007112667367183,5.059003707620013e-07,5.348892540795467e-05,2,calm
2018-10-04,2901.610107421875,14.220000267028809,15.84000015258789,0.0629434463147956,0.0792565563554924,0.1139240404457159,-0.0082030354210098,6.728979011834167e-05,8.024143158503946e-05,2,calm
2018-10-05,2885.570068359375,14.81999969482422,16.25,0.0650423331461904,0.0831576638020517,0.0964912506492963,-0.0055433145846221,3.072833658408459e-05,8.715571069626588e-05,2,calm
2018-10-08,2884.429931640625,15.6899995803833,16.510000228881836,0.0626531732460903,0.0942468225577427,0.0522626303651247,-0.0003951947083496,1.5617885750760289e-07,9.768892334620168e-05,2,calm
2018-10-09,2880.340087890625,15.949999809265137,16.6299991607666,0.0585621780483633,0.100937820044288,0.0426331886917304,-0.0014189098341542,2.0133051174597764e-06,0.0001009533706014,2,calm
2018-10-10,2785.679931640625,22.959999084472656,20.700000762939453,0.1126622082987784,0.1169377825459481,-0.0984319865701384,-0.033416389042602,0.0011166550566465,0.0002091910944281,0,stressed
2018-10-11,2728.3701171875,24.979999542236328,21.559999465942383,0.1239364491907434,0.1258635462316198,-0.1369095331851944,-0.0207875799725415,0.0004321234811148,0.0002476191972738,0,stressed
2018-10-12,2767.1298828125,21.309999465942383,19.84000015258789,0.1323849035839364,0.0807150910754874,-0.068981668240013,0.0141062354083762,0.0001989858773965,0.0001802047925549,0,stressed
2018-10-15,2750.7900390625,21.299999237060547,20.290000915527344,0.1328677659558224,0.080132226414783,-0.0474177632727739,-0.0059224822913,3.5075796490762666e-05,0.0001800357013884,0,stressed
2018-10-16,2809.919921875,17.6200008392334,17.959999084472656,0.1487170295231165,0.0274829788692174,0.0192961537483133,0.0212678280349012,0.0004523205093221,0.0001232001704661,0,stressed
2018-10-17,2809.2099609375,17.399999618530273,18.100000381469727,0.1486336704343291,0.0253663257509735,0.040229929786549,-0.0002526942626648,6.385439038374843e-08,0.0001201428518749,0,stressed
2018-10-18,2768.780029296875,20.059999465942383,19.86000061035156,0.1535993390945274,0.0470006555648963,-0.009970032946929,-0.0144964905753411,0.0002101482390009,0.0001596839597514,0,stressed
2018-10-19,2767.780029296875,19.88999938964844,19.84000015258789,0.1535962734003022,0.0453037204961821,-0.0025137877624356,-0.0003612351352793,1.3049082296031129e-07,0.0001569889189365,0,stressed
2018-10-22,2755.8798828125,19.63999938964844,19.81999969482422,0.1535522411770043,0.04284775271948,0.0091649852734032,-0.0043087970964778,1.8565732418616105e-05,0.0001530672920735,0,stressed
2018-10-23,2740.68994140625,20.709999084472656,20.280000686645508,0.1531889520568976,0.0539110387878289,-0.0207628400210572,-0.0055270761806941,3.054857110719679e-05,0.0001702000246344,0,stressed
2018-10-24,2656.10009765625,25.229999542236328,22.6200008392334,0.1753692780856614,0.0769307173367018,-0.1034482263320558,-0.0313507738611408,0.0009828710216923,0.0002526003479766,0,stressed
2018-10-25,2705.570068359375,24.21999931335449,22.440000534057617,0.1845638683082099,0.0576361248253349,-0.0734929326903577,0.0184537179787141,0.0003405397072379,0.0002327810979122,0,stressed
2018-10-26,2658.68994140625,24.15999984741211,22.479999542236328,0.1894679892972365,0.0521320091768845,-0.0695364369116804,-0.0174791380100031,0.0003055202655727,0.0002316292034233,0,stressed
2018-10-29,2641.25,24.700000762939453,23.059999465942383,0.1896101511448209,0.0573898564845735,-0.0663968115927256,-0.0065812082951939,4.331230262472992e-05,0.0002420992213052,0,stressed
2018-10-30,2682.6298828125,23.350000381469727,22.229999542236328,0.1957079112285804,0.0377920925861168,-0.0479657739158847,0.0155453229718774,0.0002416570662999,0.0002163581419899,0,stressed
2018-10-31,2711.739990234375,21.229999542236328,21.14999961853028,0.1992802996902698,0.0130196957320934,-0.0037682489604813,0.010792878754571,0.0001164862318108,0.0001788543176838,0,stressed
2018-11-01,2740.3701171875,19.34000015258789,20.06999969482422,0.2006189291096909,-0.007218927583812,0.0377455809967326,0.0105024988685292,0.0001103024824834,0.0001484268277389,0,stressed
2018-11-02,2723.06005859375,19.51000022888184,20.299999237060547,0.2008809711797876,-0.0057809688909692,0.0404920040446347,-0.0063367210558797,4.015403374002973e-05,0.0001510476622741,0,stressed
2018-11-05,2738.31005859375,19.959999084472656,20.200000762939453,0.2021835755589437,-0.0025835847142171,0.0120241327392394,0.0055846936971941,3.11888036914797e-05,0.0001580958585127,0,stressed
2018-11-06,2755.449951171875,19.90999984741211,19.57999992370605,0.2036298092537843,-0.0045298107796632,-0.0165745819304439,0.0062397877444086,3.893495109527221e-05,0.0001573047991761,0,stressed
2018-11-07,2813.889892578125,16.360000610351562,17.6200008392334,0.2140605452567036,-0.0504605391531879,0.0770171260314372,0.020987078560774,0.0004404574665161,0.000106210166655,0,stressed
2018-11-08,2806.830078125,16.719999313354492,17.68000030517578,0.2137854112349037,-0.0465854181013588,0.0574163296199733,-0.0025120689884914,6.310490602940493e-06,0.0001109358639041,0,stressed
2018-11-09,2781.010009765625,17.360000610351562,18.459999084472656,0.2149911524834321,-0.0413911463799165,0.0633639651755068,-0.0092415859153724,8.540691023121008e-05,0.0001195911195203,0,stressed
2018-11-12,2726.219970703125,20.450000762939453,20.229999542236328,0.220793634415003,-0.0162936267856085,-0.0107580055009984,-0.0198981509854674,0.0003959364126404,0.0001659533853985,0,stressed
2018-11-13,2722.179931640625,20.020000457763672,20.270000457763672,0.2207329416508343,-0.0205329370731975,0.0124875122019815,-0.0014830188221738,2.199344826922042e-06,0.0001590477850511,0,stressed
2018-11-14,2701.580078125,21.25,21.21999931335449,0.2210357442576627,-0.0085357442576627,-0.0014117970186122,-0.0075961888184505,5.770208456555309e-05,0.0001791914682539,0,stressed
2018-11-15,2730.199951171875,19.979999542236328,20.309999465942383,0.2236065383693223,-0.0238065429469589,0.0165165130764121,0.0105380327426419,0.0001110501340849,0.000158412849884,0,stressed
2018-11-16,2736.27001953125,18.13999938964844,19.350000381469727,0.2236786563622815,-0.042278662465797,0.0667034747813591,0.0022208375374839,4.932119367897921e-06,0.000130579197562,0,stressed
2018-11-19,2690.72998046875,20.100000381469727,20.63999938964844,0.2278075421929066,-0.0268075383782093,0.0268656217875767,-0.0167831612357214,0.0002816745010642,0.0001603214346567,0,stressed
2018-11-20,2641.889892578125,22.479999542236328,22.270000457763672,0.2324464024727157,-0.0076464070503524,-0.0093415964745951,-0.0183179955565859,0.0003355489612111,0.0002005358648487,0,stressed
2018-11-21,2649.929931640625,20.799999237060547,21.31999969482422,0.2141220009404144,-0.0061220085698089,0.0250000229248642,0.0030386693107672,9.233511180198418e-06,0.0001716825270879,0,stressed
2018-11-23,2632.56005859375,21.520000457763672,21.75,0.2069343980700135,0.0082656065076232,0.0106877108431172,-0.0065764197118556,4.324929622648309e-05,0.0001837739760722,0,stressed
2018-11-26,2673.449951171875,18.89999961853028,20.11000061035156,0.2078066554358487,-0.0188066592505459,0.0640212177906581,0.0154129758453664,0.0002375598244098,0.0001417499942779,0,stressed
2018-11-27,2682.169921875,19.020000457763672,19.940000534057617,0.2076768821720085,-0.0174768775943718,0.0483701395453129,0.0032563843646126,1.0604039130093672e-05,0.0001435557211957,0,stressed
2018-11-28,2743.7900390625,18.489999771118164,19.280000686645508,0.2090525643036525,-0.0241525665924708,0.0427258477721208,0.0227140513031137,0.0005159281266004,0.0001356667029904,0,stressed
2018-11-29,2737.800048828125,18.790000915527344,19.59000015258789,0.2090841374054347,-0.0211841282501613,0.0425757955338606,-0.0021854945453934,4.776386407944537e-06,0.0001401048152402,0,stressed
